id,address,price,bedrooms,bathrooms,square_feet,property_type,city,state,zip_code,description,features,images,listing_date,status,mls_number,lot_size,year_built,garage_spaces,created_at
ACT4527739,4314 Gillis ST,900,0,1.0,500,house,Austin,TX,78745,"Move-In Special: ONE MONTH FREE RENT!
Looking for a cozy place to call home?  Come check out our studio-style apartments in the heart of South Austin!
What's waiting for you:
Studio-style apartments perfect for a fresh start
Laundry facilities on-site for your convenience
ONE MONTH FREE RENT – a special offer you won’t want to miss!
Whether you’re new to the area or just looking for a change, our apartments offer comfort and convenience.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT4527739_7.jpg?class=medium""]",,New,ACT4527739,,1973,,now()
ACT3377115,1703 Rockbridge TER,2450,3,2.0,1347,house,Austin,TX,78741,"Available AUGUST 2025! Charming 1970's vibe 3 bedroom - 2 bath home with updated bamboo floors, new paint, carpets in bedroom, ceiling fans and AC system. Ample windows throughout the home for nice natural light in the living room and dining room. Tons of built-in shelves for storage. Plus, enjoy a large, fenced back yard, covered porch, and large trees for great shade. Located in East Austin, with easy access to I-35, and a 5 minute drive to Downtown Austin. Pets OK! Tenants responsible for utilities/pest control/grounds maintenance. Let's schedule a tour today!!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3377115_14.jpg?class=medium""]",,New,ACT3377115,,1965,,now()
ACT2641395,3000 Dancy ST,2895,3,2.0,1531,house,Austin,TX,78722,"Cute house on corner lot close to downtown. Original hard wood flooring throughout. Open living area with ornamental fireplace. Formal dining area with French doors. Spacious kitchen with tiled counter tops, fridge and gas range. Main bedroom with coat closet & full bath. Front and middle bedroom with own entry. Fenced in backyard with deck. Detached 1 car garage. Front yard within ground irrigation system.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT2641395_19.jpg?class=medium""]",,New,ACT2641395,,1940,,now()
ACT7164728,6700 Tulloch WAY,499000,4,4.0,3840,house,Austin,TX,78754,"Spacious 4-Bedroom Home in Prime Location!"" Discover your dream home in this expansive 3,840 sqft two-story home, thoughtfully designed with space, comfort, and style in mind. Perfectly situated in a vibrant community. With multiple living areas, this home offers ample room for entertaining guests or creating cozy family spaces. Whether it's a lively gathering or a quiet evening, you'll have the perfect spot for every occasion. Elegant Design: Step into a grand foyer with stunning arch designs and a vaulted high ceiling that adds a touch of sophistication and openness. This architectural detail sets the tone for the rest of the home, combining classic elegance with modern comfort. Enjoy the luxury of four generously sized bedrooms, each offering plenty of space and privacy. The 3.5 bathrooms feature double vanities, ensuring convenience and ease during busy mornings. Just minutes from major employers like Samsung and Dell, and close to the trendy East Village, this home offers quick access to I-130, making commutes to Tesla and Bergstrom Airport a breeze. The blend of convenience and connectivity is unmatched. Nestled in a large, friendly community, you'll have access to a well-equipped swimming pool and an amenity center, perfect for relaxation and recreation. The nearby walk and bike trail is ideal for outdoor enthusiasts and offers a great way to stay active and enjoy nature. A spacious kitchen designed for the home chef, equipped with modern appliances and plenty of counter space. A large backyard perfect for outdoor activities, gardening, or simply unwinding in your private oasis. This beautifully maintained home is not just a place to live but a lifestyle to enjoy. With its generous living spaces, elegant design, and prime location, it offers everything you need and more. Priced to sell, this property won't stay on the market for long. Contact us today to schedule a viewing and make this exceptional home yours!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_37.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_38.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7164728_39.jpg?class=medium""]",,New,ACT7164728,,2005,,now()
ACT7057585,11000 Anderson Mill RD,380000,3,3.0,1550,house,Austin,TX,78750,"Welcome to your tranquil sanctuary within the secure confines of a gated community, where the comforts of home are complemented by a host of amenities designed to enhance your lifestyle. This delightful 3-bedroom, 2.5-bathroom single-family house, intelligently zoned as a condominium, offers a retreat from the bustle of everyday life. Step inside and be enveloped by a sense of warmth and welcome, as recent upgrades, including wood stairs, a beautifully tiled fireplace, and fresh paint throughout, add character and charm to this inviting space. The heart of the home, though not expansive, is thoughtfully designed to overlook the dining and living areas, offering a seamless flow for entertaining and everyday living. With views of the backyard, meal preparation becomes a pleasure, allowing you to enjoy glimpses of nature's beauty as you cook and mingle with family and friends. Retreat to the comfort of the master suite, complete with a private en-suite bathroom and ample closet space, providing a tranquil oasis for relaxation. Two additional bedrooms offer versatility and comfort, ensuring there's space for everyone to unwind and recharge. Nestled on a private cul-de-sac within the gated community, security and serenity abound, offering peace of mind for you and your loved ones. With the HOA amenities including a refreshing pool for leisurely swims, a well-equipped gym for staying active and fit, and essential maintenance tasks such as lawn care, plant upkeep, exterior repairs, and tree trimming; you can enjoy the best of both worlds—convenience and tranquility. Indulge in the community amenities, take advantage of the proximity to all the conveniences and attractions the area has to offer, and make this charming property your own—a place where comfort, convenience, and community converge to create the perfect place to call home. Schedule your showing today and discover the serenity and beauty that await you in this idyllic enclave.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7057585_24.jpg?class=medium""]",,New,ACT7057585,,2006,,now()
ACT6369554,2311 8th ST,5500,3,2.0,2333,house,Austin,TX,78702,"Welcome to this modern and impeccably well-maintained 3 bed, 2 bath home in the heart of East Austin. Beautiful landscaping invites you in from the street and stepping inside, you are greeted by an open-concept living, kitchen, and dining - perfect for entertaining friends and family. Modern fixtures & finishes and beautiful wood floors offer timeless design while large windows warm the space with natural light, creating a warm and welcoming ambiance. The kitchen is a chef's dream, equipped with a large center island, quartz countertops, and stainless steel appliances including a gas range. Step into the backyard to relax in your private outdoor oasis. Sip your morning coffee from the cozy deck or enjoy gardening, barbecuing, and al fresco dining. Retreating to the main floor primary suite you will find a spa-like ensuite bath with a double vanity, walk-in shower, and soaking tub. Upstairs a spacious flex space at the top of the stairs is perfect for a game room or home office. The two additional bedrooms are generously sized and share a bathroom with ample counter and cabinet space. Beyond your front door, you are minutes from bars, restaurants, coffee shops, and boutiques on Austin's trendy East side.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_37.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_38.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6369554_39.jpg?class=medium""]",,New,ACT6369554,,2020,,now()
ACT9195693,11905 Roscommon Trail,2200,4,2.0,1895,house,Austin,TX,78754,"The Catesby floorplan is an open-concept home featuring 3 bedrooms plus a study, built by Lennar. It comes fully landscaped with a complete irrigation system, and boasts low-maintenance, Rigid Core Wood-Look Luxury Plank flooring throughout. Wi-Fi Certified for convenience, this home also includes a washer, dryer, and refrigerator. Enjoy access to the community amenity center as well.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT9195693_25.jpg?class=medium""]",,New,ACT9195693,,2019,,now()
ACT6276124,4515 Bull Creek RD,735000,3,2.0,1604,house,Austin,TX,78731,"Nestled in one of Austin's most desirable neighborhoods, this 3-bedroom, 2-bath home at 4515 Bull Creek Rd offers endless potential. With 1,600 square feet of living space and situated on a spacious 0.21 acre lot, this property offers the perfect foundation for a savvy buyer with a remodel in mind, or could be the ideal site to build your dream home from the ground up.

Located just minutes from downtown Austin, this property offers the rare combination of central location and a private, tranquil setting. Enjoy easy access to local parks, trails, and all the vibrant shops, restaurants, and entertainment Austin is known for.

Don't miss out on this fantastic opportunity to make your mark in one of Austin’s most sought-after areas. Whether you’re an investor, a builder, or someone with a vision to restore and personalize, 4515 Bull Creek Rd is the canvas you've been waiting for.

Contact us today to schedule a showing and explore the possibilities!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6276124_12.jpg?class=medium""]",,New,ACT6276124,,1953,,now()
ACT1392879,3005 Crownover ST,1975,4,3.0,2088,house,Austin,TX,78725,"Freshly updated new listing now available!  This home is a true 4 bedroom 3 full bathroom and features a living room on the first floor with a bonus large game room/den on the second floor.  The property is conveniently located just 20 minutes from Downtown Austin, less than 20 minutes from the Austin Airport, less than 15 minutes from the new Tesla Giga factory, and just 30 minutes to Bastrop.  The home is also near plenty of outdoor trails and hiking, accessible from the Austin Colony Colorado Ricer Park, or check out Onion Creek Wildlife Sanctuary.    Schedule a tour today!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1392879_24.jpg?class=medium""]",,New,ACT1392879,,2005,,now()
ACT6734949,10406 Little Pebble DR,1500,2,1.0,900,house,Austin,TX,78758,"Well-maintained and recently painted 2/1 duplex. No carpet; new vinyl flooring installed 2025. New windows in 2024, double-paned. High efficiency AC installed 2024. Bright and clean. Spacious kitchen. Private patio. Garage. Pets negotiable.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6734949_7.jpg?class=medium""]",,New,ACT6734949,,1977,,now()
